	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
net4_cond73	0.4113126	0.3150203	0.1241333	0.4154761	0.2082347	0.1442773	0.2743466	0.2950645	0.5206455	0.5255091	0.1515856	0.2020527	0.2361516	0.7018472	0.452269	0.0260365	0.2949731	0.0973727	0.630366	0.0877661	0.399577	0.0359154	0.0185927	0.4758076	0.4590172	0.1700057	0.3543368	0.3607117	0.3346824	0.2153268	0.7461581	0.4876056	0.164202	0.5613891	0.5512486	0.2767468	0.211544	0.644538	0.3096835	0.2514466	0.4892699	0.5242029	0.6622268	0.4689043	0.5795203	0.0229765	0.7261686	0.5474805	0.6094269	0.3257938	0.6793757	0.5804336	0.6394238	0.3860777	0.4948478	0.4394008	0.5448984	0.0146076	0.2841873	0.6478554	0.1879394	0.3400038	0.3317014	0.3027663	0.4972362	0.0028729	0.3442878	0.2106904	0.5583683	0.6337616	0.1682931	0.3567135	0.3272875	0.5431138	0.151587	0.183418	0.0008316	0.4609203	0.2201068	0.4840399	0.4374019	0.3846733	0.1793403	0.4577591	0.0002945	0.405429	0.3535654	0.0230722	0.5749801	0.4630305	0.0624295	0.3590299	0.308412	0.6741158	0.4241846	0.1082752	0.2711945	0.1023953	0.439006	0.4443277
net4_cond74	0.4835274	0.4076345	0.58216	0.264688	0.3565881	0.1747504	0.4940788	0.5149457	0.5442486	0.2538629	0.1149524	0.1697662	0.4951907	0.44652	0.2781837	0.0170327	0.3333789	0.3968212	0.3670678	0.0846309	0.248371	0.1044451	0.115746	0.2176413	0.5304655	0.2309155	0.5692575	0.2364032	0.341891	0.3920177	0.3996054	0.3704576	0.2893844	0.6453334	0.5443511	0.3212949	0.5578934	0.6453373	0.3540177	0.1881499	0.6433592	0.4399901	0.655993	0.4938404	0.6215872	0.1750056	0.668762	0.1104442	0.6488093	0.3706109	0.5768588	0.6516419	0.5949002	0.2333169	0.3362351	0.1104754	0.5184659	0.0601333	0.3286123	0.4563199	0.044687	0.4227972	0.3548249	0.308848	0.4995682	0.0016006	0.0807565	0.1999717	0.5418782	0.5517288	0.2063713	0.3323829	0.3251925	0.5917467	0.1384992	0.2240344	0.0003788	0.4533241	0.2048602	0.5472891	0.3858093	0.1490898	0.3995241	0.47503	0.3353471	0.628023	0.5369483	0.0253246	0.3420591	0.0660105	0.2214291	0.4046644	0.093059	0.4320181	0.1886502	0.223725	0.6005451	0.0884841	0.5535757	0.6619892
net4_cond75	0.2987932	0.0127085	0.4590085	0.5430699	0.2922764	0.1317372	0.4233297	0.4104182	0.5074332	0.3936915	0.0810827	0.2203128	0.4505509	0.7526475	0.4613726	0.0160691	0.1517934	0.0618525	0.2607578	0.086916	0.409444	0.1940058	0.1686283	0.1998472	0.4212187	0.3187745	0.6124344	0.2461765	0.2711346	0.1676105	0.6970471	0.5219164	0.3673521	0.4716886	0.6208642	0.0977111	0.1678377	0.5428012	0.3932647	0.1777904	0.6091356	0.3747952	0.4707633	0.1446867	0.3540199	0.1361615	0.3886704	0.3395129	0.7947072	0.1976284	0.5855401	0.3740235	0.5089606	0.1842048	0.1611432	0.203885	0.198554	0.0974864	0.3513342	0.3769697	0.4295945	0.3308688	0.4517077	0.2512643	0.6297527	0.0466935	0.0016173	0.1582605	0.6394402	0.2774816	0.2660058	0.3674698	0.0187209	0.1035532	0.3461266	0.1694521	0.0038078	0.5200893	0.4194433	0.3348278	0.1122868	0.2243734	0.2207638	0.3001749	0.1526169	0.474851	0.4794242	0.0743411	0.5329709	0.2402984	0.0434949	0.5200808	0.0062364	0.6251162	0.2694529	0.0581564	0.6048377	0.1325627	0.6525104	0.5575008
net4_cond76	0.3824365	0.5583949	0.6394444	0.3949153	0.4016812	0.1821299	0.4721243	0.3098361	0.5201287	0.3083999	0.0743006	0.3123257	0.5880982	0.7494424	0.3353022	0.0378989	0.2164716	0.1565134	0.1971858	0.0075854	0.2509016	0.1480284	0.371754	0.2280413	0.3386071	0.643828	0.54301	0.3227675	0.2828395	0.132008	0.6303759	0.4433055	0.2583649	0.4533148	0.5527989	0.2073072	0.4524657	0.4804522	0.2776567	0.645147	0.6085576	0.5394552	0.6001266	0.4075998	0.7413858	0.2468328	0.5565422	0.0001525	0.6585378	0.4129189	0.7372227	0.4228061	0.1595488	0.123522	0.061803	0.0004066	0.5076689	0.5652243	0.3819853	0.7659823	0.3791352	0.4628228	0.3688261	0.361217	0.7370889	0.0004176	0.0001909	0.2209164	0.4962363	0.5934431	0.3205413	0.0375605	0.4959395	0.5574781	0.1820701	0.406366	0.0286315	0.3375809	0.6442447	0.6083496	0.5991801	0.3080395	0.2112229	0.4275965	0.5237854	0.3976994	0.5980379	0.0347084	0.5225755	0.0570306	0.134494	0.488384	0.0164684	0.4693544	0.1687608	0.5545551	0.4422375	0.0921465	0.1433675	0.7090591
net4_cond77	0.4597912	0.5724578	0.5392117	0.2733056	0.5110074	0.0638897	0.2139406	0.23111	0.5458486	0.5996975	0.1154432	0.2856195	0.2907319	0.4985092	0.3951317	0.0488077	0.1546772	0.1189264	0.1791526	0.1793536	0.1737255	0.0934554	0.4643774	0.2549844	0.4708142	0.2200761	0.4555315	0.5125246	0.5095361	0.089208	0.5158064	0.1955352	0.2660729	0.5038071	0.6108657	0.2777301	0.6689716	0.6187448	0.2306091	0.1683584	0.6219919	0.4616964	0.6354582	0.6433391	0.5724188	0.0438631	0.5300504	0.1989243	0.6799269	0.2971482	0.7599774	0.6041224	0.6635012	0.1491418	0.2696598	0.1477845	0.2840989	0.3495094	0.3302791	0.5255294	0.3170234	0.5300092	0.0985575	0.4755601	0.4760903	0.0119688	0.3388292	0.2460863	0.5501669	0.517432	0.0843962	0.0333062	0.5263876	0.1325027	0.0341442	0.2837919	0.1127388	0.5779128	0.6827973	0.6191795	0.2069696	0.3649795	0.4074444	0.3948386	0.5030287	0.4981807	0.8105805	0.0662762	0.6359472	0.116395	0.1204632	0.4782793	0.1308337	0.5486851	0.170091	0.2884682	0.4429933	0.0190737	0.1916854	0.6763405
net4_cond78	0.259731	0.2477411	0.1711697	0.2679528	0.497416	0.1391038	0.1935068	0.3540393	0.4533109	0.6449446	0.1022573	0.1940124	0.2737693	0.5093869	0.4690723	0.0414531	0.2996469	0.3096844	0.4208673	0.0466863	0.3367994	0.5602881	0.4854428	0.5978276	0.5492013	0.0808062	0.6018306	0.334712	0.2859941	0.2757339	0.1418816	0.2466339	0.0862263	0.6691801	0.31687	0.2422672	0.3361157	0.6374309	0.3379039	0.3575824	0.3733836	0.401726	0.5053616	0.3668509	0.6821771	0.0992899	0.6637563	0.1482771	0.5857089	0.280109	0.6543623	0.5820375	0.3805915	0.2479425	0.3785173	0.3215763	0.6731832	0.0577036	0.3593091	0.4582993	0.096792	0.3319598	0.3501538	0.0813347	0.336716	0.001277	0.0001853	0.0337662	0.4866966	0.5506784	0.0827436	0.4507499	0.3360856	0.2032535	0.1991494	0.2833397	0.0019711	0.5581833	0.1693203	0.5841459	0.1584783	0.3596423	0.2327747	0.2480675	0.0001736	0.4004168	0.7288018	0.0305836	0.059701	0.1184844	0.0116435	0.2317031	0.7139772	0.6739464	0.1967149	0.0283547	0.168256	0.0755536	0.5071687	0.5954759
net4_cond79	0.618285	0.0205938	0.4919063	0.3062854	0.3534554	0.1673229	0.5422822	0.4576678	0.7260279	0.3301069	0.0384905	0.2818128	0.3699031	0.5657348	0.4540651	0.0136094	0.2548448	0.0623343	0.0946881	0.0206864	0.2811858	0.0372619	0.2214823	0.1762007	0.5810256	0.1202534	0.5524472	0.3637848	0.3676983	0.2499007	0.7228311	0.4054935	0.2704183	0.52689	0.4201612	0.1809434	0.4520104	0.5596034	0.3648492	0.1759668	0.6416659	0.1751892	0.6079165	0.6433076	0.588572	0.2780751	0.6732735	0.4290057	0.5972096	0.3752946	0.6048194	0.5270439	0.6547513	0.5628196	0.0907953	0.1782564	0.347895	0.3178389	0.1933883	0.6665542	0.3732993	0.586182	0.3262508	0.2842049	0.4037147	0.1238436	0.1831005	0.3065935	0.5828162	0.6434766	0.3494639	0.1200197	0.5758233	0.2637815	0.0721215	0.2967309	0.2623261	0.5087873	0.598955	0.6284648	0.0531598	0.2062216	0.1555918	0.3829162	0.0933132	0.5322021	0.4225608	0.0573965	0.5490905	0.3364082	0.1165636	0.5122978	0.0754703	0.7780798	0.1865893	0.5191214	0.6241346	0.46374	0.6716424	0.6550976
net4_cond80	0.6096704	0.4523821	0.2617511	0.324192	0.0131502	0.1215889	0.2581564	0.3964823	0.5805334	0.3321964	0.0941851	0.3806868	0.3838684	0.6960415	0.6929915	0.0225099	0.227897	0.0618085	0.2544478	0.0938493	0.6118294	0.0317187	0.1396116	0.2085789	0.5764105	0.3126159	0.5237778	0.6904115	0.3055857	0.0232254	0.6163278	0.2412354	0.2988782	0.5688539	0.5847666	0.0898322	0.24072	0.6766073	0.2053178	0.2304813	0.5489181	0.23736	0.5647757	0.489937	0.5785399	0.1852945	0.6258554	0.6320503	0.5736552	0.2341265	0.5615018	0.2828651	0.6137073	0.2745961	0.180679	0.2377244	0.3909046	0.0030086	0.1659018	0.5836015	0.1250337	0.5919561	0.4029542	0.4947333	0.6111476	0.0048767	0.5055396	0.2405819	0.5566747	0.6146302	0.2879474	0.148772	0.1221632	0.1733904	0.2951431	0.336379	0.134746	0.2972274	0.4509208	0.0	0.2619165	0.1729673	0.1644767	0.3097495	6.08e-05	0.4035332	0.432565	0.0414921	0.6472542	0.5982828	0.2230624	0.2717316	0.2109868	0.466886	0.3935032	0.0017795	0.5367343	0.0993675	0.6260972	0.5708773
net4_cond81	0.5569219	0.4917438	0.5632525	0.2464929	0.5393172	0.0857534	0.5957245	0.4826752	0.5221899	0.3381371	0.0632308	0.2604911	0.363728	0.7324044	0.302026	0.1062158	0.3228922	0.044036	0.1669379	0.0765202	0.1861548	0.1542236	0.0746315	0.2281503	0.4092805	0.167361	0.4163254	0.3443413	0.1556599	0.033143	0.5354458	0.5303725	0.2211754	0.5016083	0.6858868	0.3676417	0.2587157	0.4507449	0.3717815	0.3821712	0.7094757	0.3709709	0.6005595	0.2853914	0.6381448	0.0558625	0.7883	0.1731608	0.639102	0.307159	0.6998258	0.1660702	0.6961552	0.2632836	0.3443898	0.1767698	0.6817477	0.0901691	0.2174576	0.7150003	0.1179685	0.1824705	0.6817707	0.2801856	0.5788214	0.0011723	0.0012318	0.42814	0.3109653	0.7689232	0.2574923	0.4305241	0.3277264	0.2330261	0.3085641	0.3017084	0.0160675	0.3222072	0.3129422	0.4515077	0.1622656	0.2945396	0.4627087	0.3846407	0.0038294	0.3614969	0.5760821	0.1014477	0.6831812	0.0258393	0.1547238	0.4361309	0.0565919	0.6754087	0.2108646	0.3293905	0.4479128	0.0803715	0.5507386	0.6530419
net4_cond82	0.1594119	0.4083786	0.4884582	0.3257961	0.2677867	0.1136513	0.1737378	0.3966574	0.6494939	0.4616837	0.1385622	0.5226279	0.2468811	0.6885362	0.6425244	0.0574311	0.3342939	0.2210751	0.2073647	0.1043283	0.4187961	0.2921502	0.004492	0.1965452	0.4492766	0.1968598	0.3698291	0.144944	0.101257	0.0622061	0.6660986	0.4463226	0.3395354	0.5606076	0.4993925	0.0306885	0.3152264	0.4858007	0.3631486	0.3772301	0.6724152	0.4998351	0.3631431	0.62411	0.6029426	0.1113454	0.6846936	0.3116771	0.6889076	0.4091205	0.5675572	0.5455872	0.598338	0.1327414	0.3308905	0.1971352	0.3491444	0.0608529	0.2271421	0.6549974	0.5594588	0.2386629	0.3282013	0.3287986	0.5495702	0.0024803	0.0426838	0.1879044	0.3627326	0.6247165	0.1953914	0.4575467	0.0005696	0.1183951	0.1578236	0.2423464	0.0005274	0.5920177	0.4741212	0.6964903	0.4645788	0.2500186	0.4853256	0.4772094	0.0077318	0.3116854	0.5560695	0.0585635	0.332888	0.3446783	0.0434082	0.585849	0.099626	0.6051866	0.1580882	0.3914946	0.6917829	0.1183203	0.4735456	0.6074381
net4_cond83	0.2549663	0.4728203	0.5605481	0.2618928	0.3392811	0.0354483	0.6344293	0.6357023	0.539113	0.4101962	0.0819664	0.2450255	0.3092189	0.6985353	0.3627528	0.0136054	0.209302	0.4431108	0.1267757	0.0674741	0.3689533	0.1509159	0.1682935	0.249708	0.4657235	0.3899634	0.5853179	0.2689658	0.3158546	0.0486403	0.4174605	0.0782412	0.2898123	0.5823366	0.2170607	0.292441	0.6347501	0.6671717	0.2541949	0.3756943	0.600848	0.3658214	0.6453068	0.3008463	0.4854153	0.0803595	0.6993654	0.2745692	0.5372366	0.3739416	0.6175078	0.487981	0.2858658	0.1308153	0.0889903	0.032012	0.3453776	0.0363693	0.1733515	0.6877704	0.17932	0.4027751	0.2020923	0.3554566	0.4174364	0.0014769	0.0523584	0.2079986	0.5838941	0.5152624	0.1987011	0.6622373	0.2377249	0.1528801	0.2017047	0.1737794	0.02047	0.419974	0.0920195	0.4659642	0.4738973	0.1905167	0.3982152	0.3077648	9.6e-06	0.3750017	0.5173249	0.0405405	0.3405239	0.232477	0.0826555	0.705004	0.1299768	0.6744311	0.3366299	0.1744244	0.7720238	0.0582682	0.6177526	0.810244
net4_cond84	0.1800456	0.3118469	0.4325691	0.439376	0.3662719	0.0906208	0.4415177	0.3787211	0.5364868	0.1025337	0.2561267	0.1982636	0.0344329	0.4728938	0.7184019	0.0527019	0.1816705	0.1831311	0.1596448	0.1686481	0.2957318	0.7713415	0.3828686	0.3088565	0.4519916	0.0713733	0.7100607	1.1e-06	0.3381767	0.2779664	0.0620038	0.0262836	0.0022703	0.5599628	0.1462159	0.0635823	0.3376752	0.5104338	0.4027653	0.0855998	0.6883242	0.4173898	0.3676424	0.6678418	0.4487369	0.0259629	0.6793995	0.0107403	0.6724306	0.2615843	0.658443	0.6075628	0.5454686	0.2851094	0.1474211	0.007366	0.3792058	0.5829058	0.4101202	0.6310394	0.1992582	0.5497295	0.1454422	0.0064465	0.5156122	0.2694371	0.0440042	0.2684778	0.3824751	0.5631267	0.3049635	0.0219395	0.4572812	0.5797087	0.023318	0.2692559	0.0003901	0.581991	0.1837128	0.7499756	0.0071985	0.3220618	0.2840765	0.5745735	0.573437	0.4722697	0.6361876	0.0440296	0.5229207	0.3419787	0.2030479	0.6024739	0.1309953	0.5271191	0.2930131	0.537559	0.7393492	0.2140405	0.3885257	0.3760577
net4_cond85	0.5704575	0.4716757	0.4159022	0.3977724	0.3177308	0.0578844	0.3464054	0.4365343	0.4470222	0.6055103	0.0442023	0.2736957	0.1900822	0.2692517	0.4548602	0.0054226	0.2460329	0.3622862	0.688212	0.0179491	0.4848916	0.136088	0.1887328	0.2342285	0.6319033	0.1139935	0.7684155	0.4439173	0.3770482	0.0194576	0.5943865	0.3563028	0.3442353	0.5064096	0.6389678	0.1489483	0.575626	0.6702767	0.339605	0.1851424	0.6657498	0.4120901	0.5073992	0.6241149	0.36354	0.2979539	0.0100843	0.229055	0.771893	0.3477263	0.5690207	0.5883907	0.3990504	0.2782728	0.3646621	0.0001121	0.4927231	0.3401152	0.2388482	0.5829354	0.3542895	0.5541939	0.3146024	0.2409971	0.5171024	0.0030584	0.0047389	0.0843375	0.6810878	0.4674243	0.269587	0.0403978	0.5401373	0.3716902	0.205295	0.2338983	0.0610202	0.5928478	0.6269812	0.5548173	0.215302	0.1324711	0.1877435	0.4500637	0.3504699	0.4490905	0.5425237	0.0349429	0.5330412	0.3504114	0.2980344	0.4133988	0.0172042	0.6969767	0.1919254	0.2983528	0.2219469	0.2521687	0.1749896	0.6189782
net4_cond86	0.6258554	0.3016589	0.2990737	0.1623481	0.3084319	0.175907	0.2431432	0.4321137	0.4910811	0.3740273	0.1464695	0.3374954	0.0506751	0.6783295	0.481236	0.0105941	0.1812591	0.231845	0.4591387	0.1007936	0.3750342	0.0743047	0.0884996	0.6303544	0.5404663	0.1002921	0.2944019	0.3807924	0.5225461	0.2280454	0.5377377	0.3977679	0.3092245	0.5565289	0.6160539	0.0622854	0.0813619	0.5982711	0.2011166	0.0779463	0.6398151	0.1492443	0.2552942	0.3424453	0.5380779	0.2143186	0.5901813	0.2319275	0.6234933	0.5450915	0.4957224	0.3061479	0.6690851	0.2633648	0.5042077	0.5493345	0.3846559	0.1431942	0.4616831	0.413402	0.0526409	0.6435181	0.2750576	0.3908398	0.6450157	0.5230248	0.0	0.4394868	0.4902331	0.6473737	0.3780746	0.1981455	0.148688	0.0021136	0.0535255	0.3981749	0.0787965	0.4511786	0.4374312	0.6884199	0.1663812	0.2100796	0.3828388	0.3194121	0.0318992	0.5086605	0.4004944	0.0514281	0.4966938	0.2708176	0.0641855	0.3343836	0.302926	0.4820917	0.2483286	0.1311811	0.4325752	0.1622553	0.5808591	0.5302475
net4_cond87	0.1469559	0.4697853	0.3281969	0.3477452	0.382292	0.1067951	0.2870584	0.4649348	0.4647725	0.4214422	0.093911	0.342793	0.1341737	0.5501527	0.3242128	0.0459183	0.2141748	0.1495349	0.2302092	0.081471	0.3902662	0.2864725	0.0580283	0.21028	0.4610075	0.1469886	0.3791351	0.0566579	0.622251	0.0601154	0.3422366	0.1387549	0.0003984	0.600358	0.5610593	0.1183351	0.517384	0.6119128	0.3403146	0.1795832	0.7002595	0.3323098	0.5671505	0.6300104	0.4633543	0.1301636	0.5796216	0.3377287	0.5959925	0.4829464	0.581621	0.6860099	0.6223398	0.1892586	0.0856138	0.1484658	0.4076776	0.0361092	0.1742448	0.6284457	0.0668821	0.4886218	0.2106981	0.2588791	0.7398216	0.1146919	0.0006037	0.150771	0.5300993	0.6763815	0.0589466	0.3711682	0.0806989	0.2680269	0.0059962	0.2328811	0.0096192	0.4507967	0.2823286	0.6021572	0.1809652	0.2991727	0.6948704	0.1222266	0.5633803	0.5133583	0.7300913	0.0204453	0.409079	0.0414716	0.2172776	0.333889	0.3436824	0.5401519	0.2299036	0.5352935	0.4140785	0.0794883	0.5305042	0.5006959
net4_cond88	0.4545168	0.3811794	0.366304	0.1821259	0.5372449	0.1209317	0.3286961	0.4290943	0.7071208	0.6915722	0.0517643	0.4534877	0.3329947	0.5042182	0.3609845	0.025437	0.248213	0.2777607	0.2509644	0.0198751	0.2526664	0.2687262	0.1316237	0.4006925	0.5687167	0.053622	0.3970018	0.3055201	0.1259135	0.2334294	0.6691467	0.4871252	0.274639	0.5503436	0.5246031	0.2964356	0.5244893	0.7933108	0.3373587	0.2861486	0.5500683	0.4222929	0.6407193	0.4684142	0.5627038	0.1031778	0.6288291	0.3362839	0.6954358	0.3392239	0.5668508	0.5924728	0.5422517	0.4462559	0.3185941	0.1991821	0.4005392	0.0693107	0.2001675	0.5635969	0.3847345	0.4567013	0.2623163	0.2676576	0.5190632	0.0066756	0.0264217	0.0469065	0.5136807	0.5504686	0.2746187	0.3865523	0.2800211	0.3459157	0.170007	0.2352718	0.0058462	0.5781632	0.2917683	0.6196753	0.5559936	0.1435524	0.5458947	0.2434311	0.0003796	0.4701613	0.6291022	0.0680066	0.5099719	0.3655862	0.125083	0.4782246	0.2145029	0.4289591	0.269339	0.323949	0.483861	0.0670228	0.6972991	0.6450674
net4_cond89	0.4764713	0.5514647	0.5423027	0.5592604	0.3249866	0.11417	0.6693442	0.4862614	0.6538935	0.2602574	0.1221357	0.2288794	0.4492276	0.5642985	0.5712937	0.0524515	0.2981331	0.1373648	0.1596206	0.0018926	0.3286962	0.0802648	0.1612599	0.1641019	0.4871562	0.1493247	0.4204201	0.2429096	0.6246774	0.176264	0.6472741	0.5231941	0.2208369	0.5036837	0.4433364	0.0951975	0.6450541	0.6585873	0.3373403	0.3855803	0.6087177	0.4032634	0.5918446	0.4463463	0.4470725	0.1070237	0.6334419	0.3747718	0.533704	0.369321	0.5174918	0.4958965	0.6662582	0.1825095	0.0008141	0.1575367	0.5488243	0.0569333	0.2535065	0.6921669	0.2230228	0.4649889	0.3622656	0.3229419	0.6231029	0.3468055	0.0621421	0.2177014	0.5575626	0.5122478	0.3773749	0.4645642	0.1618898	0.155127	0.0072788	0.3657712	0.0513726	0.3793826	0.1018049	0.6201036	0.3429524	0.2850764	0.4148537	0.398789	3.71e-05	0.3309018	0.6873268	0.054646	0.5279672	0.3820908	0.0677105	0.6515614	0.012106	0.5964285	0.1339276	0.2141138	0.6512886	0.5774779	0.6154168	0.6065886
net4_cond90	0.4024008	0.7032266	0.5165308	0.4798933	0.279988	0.2414996	0.4184411	0.2559864	0.526821	0.0147715	0.5312321	0.1585298	0.2653911	0.1522867	0.290886	0.2164869	0.3046602	0.0283973	0.2908157	0.0998944	0.4669444	0.2159593	0.2344723	0.3640411	0.2896216	0.0765308	0.550151	0.1921907	0.6618306	0.1726978	0.536076	0.4538975	0.1197547	0.6760323	0.5469304	0.2258142	0.4950305	0.3608466	0.6152702	0.2512638	0.689019	0.2420836	0.6973919	0.5800398	0.4606396	0.5596544	0.6794835	0.1761827	0.5965195	0.1844054	0.5439009	0.5501234	0.612293	0.4269009	0.65042	0.0004653	0.6280488	0.3463892	0.2818459	0.7024997	0.1459588	0.3356239	0.3482446	0.2338592	0.6408219	0.131808	0.0855213	0.2633389	0.1010067	0.6116974	0.1942138	0.0691487	0.1729331	0.3208029	0.0017333	0.4271641	0.0422902	0.4515218	0.6250209	0.4324781	0.4135576	0.3137119	0.2750171	0.5776273	0.3857139	0.3036569	0.7275531	0.0665886	0.5780923	0.1637021	0.415907	0.403435	0.0302965	0.4544956	0.1679156	0.6278632	0.6753001	0.2946818	0.5954274	0.1627057
net4_cond91	0.5828812	0.4195184	0.2937845	0.5261677	0.2727642	0.1447454	0.2850262	0.5588413	0.5357952	0.6681017	0.0876655	0.2580403	0.4128799	0.5878527	0.2940423	0.0807683	0.209837	0.3882153	0.2893036	0.0292645	0.3396953	0.1713538	0.0305446	0.2958714	0.5577109	0.2081799	0.5341094	0.1764399	0.3336895	0.1088514	0.6445454	0.2863808	0.246019	0.5528667	0.3219857	0.1949178	0.4547453	0.6112768	0.4819048	0.3340748	0.5705874	0.2691786	0.6019729	0.2513286	0.0789924	0.00823	0.6126373	0.3891263	0.5636393	0.4565307	0.4875163	0.5532474	0.2447309	0.3732278	0.3857554	0.2321806	0.5127939	0.1263101	0.2469517	0.5862038	0.3185999	0.4229967	0.2734527	0.3258392	0.3575447	0.0773163	0.0314652	0.1971628	0.5700409	0.6045616	0.2229787	0.1560725	0.0344989	0.6686314	0.1823322	0.3502353	0.0383981	0.4261887	0.5862301	0.1846309	0.1371756	0.2872804	0.3549624	0.2956392	0.1587225	0.473135	0.5605872	0.0627692	0.6429441	0.085058	0.0836756	0.3009399	0.276832	0.6441814	0.1755737	0.6759597	0.5573275	0.137698	0.5140464	0.4598542
net4_cond92	0.1008337	0.486365	0.5062917	0.2874991	0.2876149	0.1595104	0.2754488	0.2728674	0.5537863	0.2220371	0.1203212	0.1199718	0.2026724	0.6253267	0.5573793	0.0563672	0.3332867	0.1388771	0.2100479	0.0212009	0.4523854	0.132583	0.015274	0.224057	0.3499951	0.3509366	0.5881526	0.3670321	0.2364583	0.2943896	0.5456604	0.4369218	0.123354	0.5246633	0.5486789	0.1267376	0.5931021	0.3893968	0.5544928	0.1593422	0.6673968	0.3280293	0.5660762	0.5569022	0.5241148	0.0728799	0.4507459	0.3848179	0.6979811	0.6643556	0.3896477	0.5710854	0.3195086	0.1626874	0.4032431	0.2086715	0.5717999	0.0692639	0.3526334	0.37908	0.597653	0.3629031	0.3659246	0.4136451	0.5326715	0.2513509	0.0366679	0.7462789	0.4448004	0.6366755	0.4203459	0.5023513	0.182201	0.3261862	0.176036	0.4744526	0.0717994	0.5581038	0.1728181	0.6024142	0.2418283	0.3298846	0.2194936	0.2322517	0.1598039	0.3449562	0.5808093	0.0988478	0.3501782	0.2858222	0.5616561	0.3201677	0.0152322	0.6394405	0.4838036	9.95e-05	0.6477509	0.1871049	0.7298587	0.5945537
net4_cond93	0.0858208	0.6851164	0.2942748	0.3406458	0.4301933	0.2192422	0.2742628	0.3534791	0.5648375	0.254012	0.0497572	0.1255959	0.4709582	0.6517033	0.4128092	0.1520886	0.3942118	0.170464	0.3147722	0.0698208	0.4840255	0.2937697	0.319102	0.2657944	0.4476559	0.4363015	0.5138934	0.2637821	0.2719227	0.2391687	0.4689868	0.4928857	0.1872464	0.5212507	0.3135401	0.2129671	0.5414852	0.371527	0.6437715	0.3130221	0.6302018	0.4025021	0.583559	0.5303752	0.6165213	0.2373619	0.5546257	0.4460305	0.6542065	0.4383942	0.5061108	0.5458728	0.6278966	0.2750079	0.3874572	0.2328162	0.6567017	0.2107052	0.4051884	0.6722736	0.6008051	0.3517688	0.3809104	0.2609969	0.517006	0.0009056	0.0310341	0.2647075	0.5701861	0.7646031	0.2642323	0.1248407	0.2349484	0.4448405	0.1467974	0.2723189	0.0019922	0.54164	0.4784892	0.3792897	0.3182106	0.3744355	0.1914953	0.3547739	0.0652831	0.3944221	0.4280526	0.060539	0.5742672	0.0829204	0.2012273	0.1861401	0.3360229	0.5518555	0.3614124	0.0124003	0.3022412	0.2213813	0.674214	0.6365525
net4_cond94	0.2666786	0.0411234	0.4913975	0.3555433	0.4139688	0.120537	0.2883854	0.2507465	0.6781724	0.4907148	0.0872636	0.0875098	0.4293278	0.5306023	0.1352725	0.3575245	0.288963	0.2491795	0.2080932	0.1384242	0.105834	0.4321794	0.1345013	0.1983133	0.5345761	0.2985218	0.4908896	0.6512489	0.1189921	0.0612194	0.5217528	0.3412079	0.3775453	0.446011	0.3754323	0.1145019	0.2994289	0.302357	0.669971	0.2096518	0.5692422	0.3831015	0.6360872	0.2960403	0.4844481	0.0697978	0.7377718	0.3142077	0.4439169	0.1642566	0.4607003	0.5520304	0.5457345	0.1629821	0.3345224	0.1440827	0.3658127	0.1186686	0.4885375	0.6422114	0.5185221	0.4722878	0.2296826	0.4714421	0.5453827	0.0071222	0.0442994	0.3021733	0.1655322	0.6373885	0.2316507	0.1567848	0.408572	0.5607986	0.1892264	0.3395972	0.0035889	0.464442	0.4089288	0.5960313	0.0773217	0.294215	0.0550768	0.2682982	0.0135708	0.3818156	0.6150499	0.0444785	0.5202479	0.2799141	0.1772362	0.4366603	0.0562905	0.7152803	0.2573881	0.528263	0.3725104	0.3927753	0.5544481	0.6178392
